country,happiness_rank,happiness_score,economy,family,health,freedom,generosity,corruption,dystopia_residual,internet_access_population[%],cellular_subscriptions,surplus_deficit_GDP[%],familiy_income_gini_coeff,GDP_per_capita[$],inflation_rate[%],military_expenditures[%],map_reference,biggest_official_language,population,Inequality-adjusted HDI (IHDI),Inequality in life expectancy [%],Inequality in education [%],Inequality in income [%],Quintile ratio,Palma ratio ,Gini coefficient,HDI rank,Human Development Index,Life expectancy at birth [years],Expected years of schooling [years],Mean years of schooling [years],Gross national income (GNI) per capita [$],HDI  Rank 2016
Qatar,35,6.375,1.87076568603516,1.27429687976837,0.7100980877876280,0.604130983352661,0.33047387003898600,0.4392992556095120,1.1454644203186000,94.3,169,-6.2,,124500.0,0.4,,Middle East,Arabic,2314307,,5.9,11.4,,,,,37,0.856,78.3,13.4,9.8,116818,36
Colombia,36,6.35699987411499,1.07062232494354,1.4021829366684000,0.595027923583984,0.477487415075302,0.14901447296142600,0.0466687418520451,2.6160681247711200,58.1,130,-3.4,51.1,14500.0,4.3,3.5,South America,Spanish,47698524,0.571,13.2,19.4,36.2,14.3,3.4,50.8,90,0.747,74.6,14.4,8.3,12938,89
Saudi Arabia,37,6.343999862670900,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126000,2.0654296875,73.8,141,-8.8,45.9,54800.0,-0.9,9.85,Middle East,Arabic,28571770,,8.9,16.2,,,,,39,0.853,74.7,16.9,9.5,49680,38
Trinidad and Tobago,38,6.1680002212524400,1.36135590076447,1.3802285194397,0.5199832916259770,0.518630743026733,0.32529646158218400,0.00896481610834599,2.0532474517822300,69.2,167,-4.5,,31400.0,1.9,1.12,Central America and the Caribbean,English,1218208,,15.6,,21.9,,,,69,0.784,70.8,12.9,10.9,28622,66
Kuwait,39,6.10500001907349,1.63295245170593,1.25969874858856,0.6321057081222530,0.496337592601776,0.228289797902107,0.21515955030918100,1.64042520523071,78.4,179,-7.2,,66200.0,1.5,4.83,Middle East,Arabic,2875422,,6.3,17.8,,,,,56,0.803,74.8,13.6,7.3,70524,55
Slovakia,40,6.09800004959106,1.32539355754852,1.5050592422485400,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,2.09777665138245,80.5,131,-1.5,23.7,33000.0,1.3,1.16,Europe,Slovak,5445829,0.797,5.2,1.4,13.4,4.1,0.9,26.5,38,0.855,77.0,15.0,12.5,29467,39
Bahrain,41,6.08699989318848,1.48841226100922,1.3231104612350500,0.653133034706116,0.536746919155121,0.17266848683357200,0.257042169570923,1.65614938735962,98.0,168,-10.3,,48500.0,1.4,4.59,Middle East,Arabic,1410942,,5.6,19.0,,,,,43,0.846,77.0,16.0,9.4,41580,41
Malaysia,42,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.4022649824619290,0.416608929634094,0.0656007081270218,2.00444889068604,78.8,135,-2.9,46.2,29000.0,3.8,1.41,Southeast Asia,Bahasa Malaysia,31381992,,5.9,15.6,,11.2,2.6,46.3,57,0.802,75.5,13.7,10.2,26107,57
Nicaragua,43,6.07100009918213,0.737299203872681,1.28721570968628,0.6530959606170650,0.447551846504211,0.301674216985703,0.130687981843948,2.51393055915833,24.6,136,-2.0,47.1,5800.0,3.9,0.55,Central America and the Caribbean,Spanish,6025951,0.507,12.9,25.7,29.2,10.2,2.6,46.2,124,0.658,75.7,12.1,6.7,5157,123
Ecuador,44,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.15011246502399400,0.140134647488594,2.29035258293152,54.1,85,-5.5,45.9,11500.0,0.4,1.7000000000000000,South America,Spanish,16290913,0.603,13.9,13.8,30.5,10.7,2.4,45.0,86,0.752,76.6,14.7,8.7,10347,84
El Salvador,45,6.0029997825622600,0.909784495830536,1.1821250915527300,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,2.7145938873291,29.0,162,-3.6,36.0,8900.0,1.0,0.87,Central America and the Caribbean,Spanish,6172011,0.524,12.2,30.3,23.2,7.9,1.9,40.0,121,0.674,73.8,12.6,6.9,6868,119
Poland,46,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,1.7977228164672900,73.3,130,-2.3,30.8,29500.0,2.0,1.99,Europe,Polish,38476269,0.787,4.7,4.7,17.1,5.0,1.2,31.8,33,0.865,77.8,16.4,12.3,26150,34
Uzbekistan,47,5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.6582486629486080,0.415983647108078,0.246528223156929,1.81691360473633,46.8,82,0.30000000000000000,36.8,6900.0,12.5,,Asia,Uzbek,29748859,,17.0,0.8,,,,,105,0.710,71.4,12.0,11.5,6470,107
Italy,48,5.96400022506714,1.39506661891937,1.44492328166962,0.8531443476676940,0.256450712680817,0.17278964817524000,0.0280280914157629,1.81331205368042,61.3,135,-2.3,31.9,38100.0,1.3,1.12,Europe,Italian,62137802,0.771,2.9,10.5,22.5,6.6,1.4,34.7,28,0.880,83.2,16.3,10.2,35299,28
Russia,49,5.962999820709230,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,2.20560741424561,76.4,160,-2.3,41.2,27800.0,3.7,5.4,Asia,Russian,142257519,,,,,,,,,,,,,,
Belize,50,5.955999851226810,0.907975316047668,1.08141779899597,0.450191766023636,0.5475093722343440,0.24001564085483600,0.0965810716152191,2.63195562362671,44.6,63,-2.7,,8300.0,1.1,1.17,Central America and the Caribbean,English,360346,0.550,10.1,15.9,37.9,,,,106,0.708,70.6,12.8,10.5,7166,105
Japan,51,5.92000007629395,1.41691517829895,1.43633782863617,0.9134758710861210,0.505625545978546,0.12057276815176,0.163760736584663,1.36322355270386,92.0,135,-4.6,37.9,42800.0,0.5,0.93,Asia,Japanese,126451398,0.876,2.9,1.6,6.3,5.4,1.2,32.1,19,0.909,83.9,15.2,12.8,38986,19
Lithuania,52,5.90199995040894,1.3145823478698700,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2.22844052314758,74.4,154,0.0,37.9,32300.0,3.7,2.0,Europe,Lithuanian,2823859,0.757,5.4,4.5,23.9,7.2,1.6,37.4,35,0.858,74.8,16.1,13.0,28314,36
Algeria,53,5.8720002174377400,1.09186446666718,1.1462174654007,0.6175846457481380,0.233335807919502,0.0694366469979286,0.14609611034393300,2.5676038265228300,42.9,122,-10.6,35.3,15200.0,5.6,6.55,Africa,Arabic,40969443,0.598,15.1,33.7,11.4,4.0,1.0,27.6,85,0.754,76.3,14.4,8.0,13802,83
Latvia,54,5.849999904632570,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,1.9936552047729500,79.9,127,-0.5,34.5,27600.0,2.9,1.7000000000000000,Europe,Latvian,1944643,0.759,5.9,3.7,20.7,5.9,1.4,34.2,41,0.847,74.7,15.8,12.8,25002,43
South Korea,55,5.837999820709230,1.40167844295502,1.1282744407653800,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,1.8803780078887900,89.9,124,1.0,35.7,39400.0,1.9,2.7,Asia,Korean,51181299,,,,,,,,,,,,,,
Moldova,56,5.837999820709230,0.7288706302642820,1.25182557106018,0.5894652009010310,0.240729048848152,0.20877912640571600,0.0100912861526012,2.80780839920044,71.0,105,-0.8,26.8,5700.0,6.6,0.37,Europe,Moldovan/Romanian,3474121,,,,,,,,,,,,,,
Romania,57,5.824999809265140,1.21768391132355,1.15009129047394,0.6851583123207090,0.457003742456436,0.133519917726517,0.004387900698930030,2.17683148384094,59.5,105,-3.1,27.3,24500.0,1.3,1.42,Europe,Romanian,21529967,0.717,6.8,6.3,21.0,4.3,1.0,28.3,52,0.811,75.6,14.3,11.0,22646,52
Bolivia,58,5.82299995422363,0.833756566047668,1.22761905193329,0.4736302495002750,0.5587329268455510,0.22556072473526,0.0604777261614799,2.44327902793884,39.7,91,-6.2,47.0,7500.0,2.8,1.5,South America,Spanish,11138234,,,,,,,,,,,,,,
Turkmenistan,59,5.82200002670288,1.1307767629623400,1.49314916133881,0.437726080417633,0.41827192902565,0.24992498755455,0.2592703402042390,1.83290982246399,18.0,160,-0.6000000000000000,40.8,18100.0,8.0,,Asia,Turkmen,5351277,0.575,23.4,3.6,26.8,,,,108,0.706,68.0,10.8,9.8,15594,106
Kazakhstan,60,5.8189997673034700,1.2845562696456900,1.38436901569366,0.6060415506362920,0.43745428323745700,0.20196442306041700,0.11928288638591800,1.78489255905151,76.8,143,-2.3,26.3,26300.0,7.4,0.8200000000000000,Asia,Kazakh,18556698,0.737,10.1,3.2,10.3,3.7,1.0,26.9,58,0.800,70.0,15.1,11.8,22626,60
Northern Cyprus,61,5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.471203625202179,0.266845703125,0.155353352427483,1.54915761947632,75.9,96,-0.9,34.8,37000.0,0.7000000000000000,1.78,Middle East,Greek,1221549,,,,,,,,,,,,,,
Slovenia,62,5.75799989700317,1.3412059545517,1.4525188207626300,0.7908282279968260,0.572575807571411,0.242649093270302,0.0451289787888527,1.31331729888916,75.5,124,-0.7000000000000000,24.4,34400.0,1.4,0.92,Europe,Slovenian,1972126,0.846,3.0,2.2,11.4,3.7,0.9,25.4,25,0.896,81.1,17.2,12.2,30594,24
Peru,63,5.71500015258789,1.03522527217865,1.21877038478851,0.6301661133766170,0.4500028789043430,0.126819714903831,0.0470490865409374,2.20726943016052,45.5,125,-2.8,45.3,13300.0,2.8,0.9,South America,Spanish,31036656,0.606,13.2,15.3,28.3,10.6,2.3,43.8,89,0.750,75.2,13.8,9.2,11789,86
Mauritius,64,5.62900018692017,1.18939554691315,1.20956099033356,0.6380074620246890,0.491247326135635,0.360933750867844,0.0421815551817417,1.6975839138031,53.2,136,-3.5,35.9,21600.0,3.7,0.19,Africa,Creole,1356388,0.683,8.9,13.2,18.2,5.9,1.5,35.8,65,0.790,74.9,15.1,9.3,20189,64
Cyprus,65,5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.35511153936386100,0.271254301071167,0.0412379764020443,1.62124919891357,75.9,96,-0.9,34.8,37000.0,0.7000000000000000,1.78,Middle East,Greek,1221549,0.769,3.6,11.7,18.7,5.3,1.4,34.0,32,0.869,80.7,14.6,12.1,31568,32
Estonia,66,5.61100006103516,1.3208793401718100,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,0.18324892222881300,1.35750865936279,87.2,152,-0.2,34.8,31800.0,3.7,2.17,Europe,Estonian,1251581,0.794,4.3,2.3,18.9,5.4,1.2,32.7,30,0.871,77.7,16.1,12.7,28993,30
Belarus,67,5.5689997673034700,1.15655755996704,1.4449452161788900,0.6377142667770390,0.295400261878967,0.15513750910759,0.156313821673393,1.72323298454285,71.1,115,0.5,26.5,18900.0,6.0,0.93,Europe,Russian,9549747,0.755,4.9,3.7,10.8,3.8,1.0,27.0,53,0.808,73.1,15.5,12.3,16323,54
Libya,68,5.525000095367430,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.15207366645336200,0.0926102101802826,1.8350112438201900,20.3,115,-18.0,,10000.0,28.0,,Africa,Arabic,6653210,,14.1,,,,,,108,0.706,72.1,13.4,7.3,11100,114
Turkey,69,5.5,1.1982743740081800,1.33775317668915,0.6376056075096130,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,58.3,96,-2.0,40.2,26900.0,11.1,1.73,Middle East,Turkish,80845215,0.669,9.6,13.5,22.6,8.5,2.1,41.9,64,0.791,76.0,15.2,8.0,24804,65
Paraguay,70,5.493000030517580,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,51.3,108,-1.8,51.7,9800.0,3.6,1.25,South America,Spanish,6943739,0.522,18.0,16.7,39.5,11.8,2.9,47.9,110,0.702,73.2,12.7,8.4,8380,108
"Hong Kong S.A.R., China",71,5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.374465793371201,0.293933749198914,0.554633140563965,85.0,255,5.2,53.9,61400.0,1.5,,Southeast Asia,Cantonese,7191503,,,,,,,,,,,,,,
Philippines,72,5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288,1.9726047515869100,55.5,111,-2.2,44.4,8300.0,3.2,1.28,Southeast Asia,Filipino  and English ; eight major dialects - Tagalog,104256076,0.574,14.4,11.6,26.8,7.2,1.9,40.1,113,0.699,69.2,12.6,9.3,9154,111
Serbia,73,5.39499998092651,1.06931757926941,1.2581897974014300,0.65078467130661,0.20871552824974100,0.22012588381767300,0.0409037806093693,1.94708442687988,67.1,121,-1.7000000000000000,38.7,15000.0,3.1,1.34,Europe,Serbian,7111024,0.667,7.1,8.1,28.7,4.2,1.0,28.5,67,0.787,75.3,14.6,11.1,13019,66
Jordan,74,5.33599996566772,0.9910123944282530,1.23908889293671,0.6045900583267210,0.418421149253845,0.17217046022415200,0.11980327218771000,1.79117655754089,62.3,96,-6.6,39.7,12500.0,3.3,4.8,Middle East,Arabic,10248069,0.617,10.7,16.9,20.5,5.2,1.4,33.7,95,0.735,74.5,13.1,10.4,8288,94
Hungary,75,5.32399988174438,1.2860119342804000,1.34313309192657,0.6877634525299070,0.17586351931095100,0.0784016624093056,0.0366369374096394,1.7164592742919900,79.3,122,-2.1,28.2,29500.0,2.4,1.01,Europe,Hungarian,9850845,0.772,4.7,3.2,15.2,4.9,1.1,30.4,45,0.838,76.1,15.1,11.9,25393,45
Jamaica,76,5.31099987030029,0.925579309463501,1.3682180643081700,0.6410223841667180,0.474307239055634,0.23381833732128100,0.0552677810192108,1.61232566833496,45.0,103,1.3,35.0,9200.0,4.4,0.8200000000000000,Central America and the Caribbean,English,2990561,0.608,11.0,5.6,32.0,,,,97,0.732,76.1,13.1,9.8,7846,96
Croatia,77,5.2930002212524400,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,1.85449242591858,72.7,101,-0.5,30.8,24400.0,1.1,1.27,Europe,Croatian,4292095,0.756,4.1,5.0,17.3,5.2,1.1,30.8,46,0.831,77.8,15.0,11.3,22162,46
Kosovo,78,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,2.01054072380066,,31,-2.2,23.2,10500.0,1.5,0.79,Europe,Albanian,1895250,,,,,,,,,,,,,,
China,79,5.2729997634887700,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,1.76493859291077,53.2,107,-4.3,46.5,16700.0,1.6,1.9,Asia,Standard Chinese or Mandarin,1379302771,0.643,7.9,11.5,23.3,9.2,2.1,42.2,86,0.752,76.4,13.8,7.8,15270,86
Pakistan,80,5.26900005340576,0.7268835306167600,0.6726906895637510,0.402047783136368,0.23521526157856,0.3154460191726680,0.124348066747189,2.7924892902374300,15.5,71,-4.9,30.7,5400.0,4.1,3.56,Asia,Punjabi,204924861,0.387,31.0,46.2,11.6,4.4,1.2,30.7,150,0.562,66.6,8.6,5.2,5311,149
Indonesia,81,5.26200008392334,0.995538592338562,1.27444469928741,0.4923457205295560,0.443323463201523,0.611704587936401,0.0153171354904771,1.42947697639465,25.4,176,-4.3,36.8,12400.0,3.8,0.84,Southeast Asia,Bahasa Indonesia,260580739,0.563,14.8,16.5,24.9,6.6,1.8,39.5,116,0.694,69.4,12.8,8.0,10846,115
Venezuela,82,5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.15399712324142500,0.0650196298956871,0.0644911229610443,1.78946375846863,60.0,78,-38.1,39.0,12100.0,1087.5,1.0,South America,Spanish,31304016,,,,,,,,,,,,,,
Montenegro,83,5.23699998855591,1.12112903594971,1.23837649822235,0.6674646735191350,0.194989055395126,0.197911024093628,0.0881741940975189,1.72919154167175,69.9,163,-6.1,31.9,17700.0,2.4,1.7000000000000000,Europe,Serbian,642550,0.741,4.4,7.4,14.6,4.8,1.2,31.9,50,0.814,77.3,14.9,11.3,16779,50
Morocco,84,5.2350001335144,0.8781145811080930,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,2.45618939399719,58.3,129,-3.7,40.9,8600.0,0.8,3.28,Africa,Arabic,33986655,,14.0,,,7.4,2.0,40.7,123,0.667,76.1,12.4,5.5,7340,122
Azerbaijan,85,5.2340002059936500,1.1536017656326300,1.15240025520325,0.5407757759094240,0.3981558382511140,0.0452693402767181,0.180987507104874,1.7624816894531200,78.2,102,-1.4,33.7,17500.0,13.0,3.64,Asia,Azerbaijani,9961396,0.681,17.0,3.8,8.9,2.3,0.6,16.6,80,0.757,72.1,12.7,10.7,15600,80
Dominican Republic,86,5.230000019073490,1.07937383651733,1.4024167060852100,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,1.3194651603698700,61.3,82,-2.1,47.1,16900.0,3.3,0.64,Central America and the Caribbean,Spanish,10734247,0.581,15.4,19.1,28.1,10.4,2.5,45.3,94,0.736,74.0,13.7,7.8,13921,95
Greece,87,5.227000236511230,1.28948748111725,1.23941457271576,0.8101989030838010,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,69.1,120,-1.3,36.7,27700.0,1.1,2.4,Europe,Greek,10768477,0.753,3.5,13.1,22.8,7.1,1.5,36.0,31,0.870,81.4,17.3,10.8,24648,30
Lebanon,88,5.22499990463257,1.07498753070831,1.12962424755096,0.7350810766220090,0.28851598501205400,0.26445075869560200,0.037513829767704,1.69507384300232,76.1,79,-9.7,,19400.0,4.5,2.91,Middle East,Arabic,6229794,,6.7,6.2,,5.1,1.2,31.8,80,0.757,79.8,12.5,8.7,13378,82
Portugal,89,5.19500017166138,1.3151752948761000,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,1.10768270492554,70.4,109,-1.8,33.9,30400.0,1.6,1.84,Europe,Portuguese,10839514,0.732,2.9,16.3,20.5,6.4,1.5,35.5,41,0.847,81.4,16.3,9.2,27315,42
Bosnia and Herzegovina,90,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0,1.89217257499695,69.3,89,-1.1,33.8,12700.0,1.3,0.99,Europe,Bosnian,3856181,0.649,5.9,19.8,20.2,5.3,1.3,32.7,77,0.768,77.1,14.2,9.7,11716,77
Honduras,91,5.1810002326965300,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.23618887364864300,0.0733454525470734,2.0658111572265600,30.0,91,-3.1,47.1,5600.0,3.9,1.59,Central America and the Caribbean,Spanish,9038741,0.459,18.1,22.7,34.9,16.9,3.4,50.0,133,0.617,73.8,10.2,6.5,4215,132
Macedonia,92,5.1750001907348600,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,1.6174693107605,,101,-3.0,33.7,14900.0,1.4,0.9,Europe,Macedonian,2103721,,,,,,,,,,,,,,
Somalia,93,5.151000022888180,0.0226431842893362,0.7211513519287110,0.113989137113094,0.602126955986023,0.291631311178207,0.28241032361984300,3.11748456954956,1.9,60,-0.1,,,1.5,,Africa,Somali,11031386,,38.9,,,,,,,,56.7,,,,
Vietnam,94,5.07399988174438,0.7885475754737850,1.27749133110046,0.6521689891815190,0.571055591106415,0.234968051314354,0.0876332372426987,1.46231865882874,52.7,125,-2.3,34.8,6900.0,3.5,2.44,Southeast Asia,Vietnamese,96160163,,,,,,,,,,,,,,
Nigeria,95,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.230947196483612,0.0261215660721064,2.36539053916931,25.7,76,-2.1,48.8,5900.0,16.5,0.43,Africa,English,190632261,0.347,37.4,38.1,28.2,9.1,2.2,43.0,157,0.532,53.9,10.0,6.2,5231,156
Tajikistan,96,5.04099988937378,0.524713635444641,1.27146327495575,0.5292351245880130,0.471566706895828,0.24899764358997300,0.14637714624404900,1.8490493297576900,20.5,111,-1.4,32.6,3200.0,7.3,1.19,Asia,Tajik,8468555,0.562,20.1,6.5,13.5,5.6,1.4,34.0,127,0.650,71.2,11.2,10.4,3317,127
Bhutan,97,5.01100015640259,0.885416388511658,1.3401265144348100,0.495879292488098,0.5015376806259160,0.474054545164108,0.17338038980960800,1.14018440246582,41.8,96,-5.4,38.8,8700.0,3.4,,Asia,Sharchhopka,758288,0.446,17.8,41.7,19.6,6.9,1.8,38.8,134,0.612,70.6,12.3,3.1,8065,135
Kyrgyzstan,98,5.0040001869201700,0.5962200760841370,1.39423859119415,0.553457796573639,0.454943388700485,0.42858037352562,0.0394391790032387,1.53672313690186,34.5,127,-3.6,33.4,3700.0,3.2,3.15,Asia,Kyrgyz,5789122,0.606,12.1,5.0,12.2,3.7,1.0,26.8,122,0.672,71.1,13.4,10.9,3255,121
Nepal,99,4.961999893188480,0.479820191860199,1.17928326129913,0.504130780696869,0.4403059482574460,0.3940961658954620,0.0729755461215973,1.8912410736084,19.7,109,-9.8,32.8,2700.0,4.5,1.52,Asia,Nepali,29384297,0.427,16.6,40.9,16.3,5.0,1.3,32.8,149,0.574,70.6,12.2,4.9,2471,148
Mongolia,100,4.95499992370605,1.02723586559296,1.4930112361908,0.557783484458923,0.3941439688205720,0.338464230298996,0.0329022891819477,1.11129236221313,22.3,127,-6.4,34.0,13000.0,4.6,0.92,Asia,Mongolian,3068243,0.639,13.4,11.9,15.7,5.1,1.3,32.3,92,0.741,69.5,15.5,10.1,10103,92
South Africa,101,4.8289999961853,1.05469870567322,1.38478863239288,0.18708007037639600,0.479246735572815,0.13936237990856200,0.0725094974040985,1.51090860366821,54.0,168,-3.2,62.5,13500.0,5.3,1.07,Africa,isiZulu,54841552,0.467,20.3,14.3,56.4,28.4,7.0,63.0,113,0.699,63.4,13.3,10.1,11923,111
Tunisia,102,4.80499982833862,1.00726580619812,0.8683514595031740,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,1.8902511596679700,50.9,126,-4.8,40.0,11800.0,5.3,2.32,Africa,Arabic,11403800,0.573,10.7,34.6,18.9,6.4,1.5,35.8,95,0.735,75.9,15.1,7.2,10275,96
Palestinian Territories,103,4.77500009536743,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.114173173904419,0.0892826020717621,1.8788902759552,57.4,150,0.4,34.5,4300.0,0.8,,Middle East,Arabic,2747943,,,,,,,,,,,,,,
Egypt,104,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.28211015462875400,0.128631442785263,0.114381365478039,1.70216107368469,39.2,106,-10.8,31.8,12700.0,23.5,2.0,Africa,Arabic,97041072,0.493,11.6,36.9,36.3,4.6,1.3,31.8,115,0.696,71.7,13.1,7.2,10355,113
Bulgaria,105,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.2892317175865170,0.113177694380283,0.0110515309497714,0.996139287948608,59.8,120,0.8,40.2,21700.0,1.2,1.53,Europe,Bulgarian,7101510,0.710,6.7,6.5,23.6,7.3,1.6,37.4,51,0.813,74.9,14.8,11.8,18740,50
Sierra Leone,106,4.70900011062622,0.36842092871666,0.984136044979095,0.005564753897488120,0.318697690963745,0.293040901422501,0.0710951760411263,2.66845989227295,11.8,102,-7.1,34.0,1600.0,18.0,0.81,Africa,English,6163195,0.266,39.8,47.3,19.2,5.4,1.4,34.0,184,0.419,52.2,9.8,3.5,1240,184
Cameroon,107,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.23629845678806300,0.0513066314160824,2.3336455821991,25.0,79,-5.9,44.6,3700.0,0.6000000000000000,1.6,Africa,major African language groups,24994885,0.366,33.7,33.0,35.9,11.5,2.7,46.6,151,0.556,58.6,12.2,6.3,3315,150
Iran,108,4.69199991226196,1.15687310695648,0.7115512490272520,0.639333188533783,0.24932260811328900,0.387242913246155,0.048761073499918000,1.49873495101929,44.1,106,-2.1,44.5,20200.0,9.9,2.69,Middle East,Persian,82021564,,,,,,,,,,,,,,
Albania,109,4.64400005340576,0.996192753314972,0.8036852478981020,0.731159746646881,0.381498634815216,0.201312944293022,0.0398642159998417,1.49044156074524,66.4,115,-2.1,29.0,12500.0,2.0,1.22,Europe,Albanian,3047987,0.706,9.2,8.5,12.2,4.3,1.0,29.0,68,0.785,78.5,14.8,10.0,11886,69
Bangladesh,110,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.17225535213947300,0.123717859387398,1.9787361621856700,18.2,92,-5.0,32.1,4200.0,5.7,1.44,Asia,Bangla,157826578,0.462,17.3,37.3,15.7,4.8,1.3,32.4,136,0.608,72.8,11.4,5.8,3677,138
Namibia,111,4.57399988174438,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0771337449550629,0.0931469723582268,1.4818902015686000,31.0,107,-6.3,59.7,11300.0,6.1,4.44,Africa,Oshivambo languages,2484780,0.422,20.2,25.0,53.6,20.1,5.8,61.0,129,0.647,64.9,12.3,6.8,9387,128
Kenya,112,4.55299997329712,0.560479462146759,1.06795072555542,0.30998834967613200,0.452763766050339,0.444860309362411,0.0646413192152977,1.6519021987915,26.0,90,-11.7,48.5,3500.0,8.0,1.4,Africa,English,47615739,0.434,22.8,22.9,33.1,11.5,2.9,48.5,142,0.590,67.3,12.1,6.5,2961,143
Mozambique,113,4.5500001907348600,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.322228103876114,0.17943638563156100,2.3556509017944300,17.5,45,-6.9,45.6,1200.0,15.3,1.03,Africa,Emakhuwa,26573706,0.294,35.6,33.8,28.4,14.2,3.9,54.0,180,0.437,58.9,9.7,3.5,1093,179
Myanmar,114,4.54500007629395,0.36711055040359500,1.12323594093323,0.397522568702698,0.514492034912109,0.8380751609802250,0.188816204667091,1.11529040336609,25.1,87,-3.3,,6200.0,5.1,4.08,Southeast Asia,Burmese,55123814,0.466,24.0,26.9,5.8,6.3,1.7,38.1,148,0.578,66.7,10.0,4.9,5567,147
Senegal,115,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.37792226672172500,0.183468893170357,0.115460447967052,1.78964614868164,25.7,107,-3.8,40.3,2700.0,1.4,1.89,Africa,French,14668522,0.340,21.1,46.5,27.7,7.7,1.9,40.3,164,0.505,67.5,9.7,3.0,2384,165
